1,20
6,20
7,20
14,20
10,20
5,20
13,20
20,11
11,3
20,8
20,9
15,21
22,16
22,17
22,13
22,21
22,11
24,25
26,25
28,25
28,27
25,28
25,34
25,29
25,30
34,32
34,33
34,35
